id	name	formula
PAPA181pp	Phosphatidate phosphatase (periplasmic, n-C18:1)	h2o_p + pa181_p --> 12dgr181_p + pi_p
PA140abcpp	Phosphatidate transport via ABC system (n-C14:0, periplasm)	atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_p + pi_c
12DGR120tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)	12dgr120_p --> 12dgr120_c
MDDCP4pp	Murein D,D-carboxypeptidase (murein5p4p) (periplasm)	h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p
CLPNS140pp	Cardiolipin synthase (periplasmic, n-C14:0)	2.0 pg140_p <=> clpn140_p + glyc_p
CLPNS141pp	Cardiolipin synthase (periplasmic, n-C14:1)	2.0 pg141_p <=> clpn141_p + glyc_p
PG120abcpp	Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)	atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c
PE140abcpp	Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)	atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c
CFAS160E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)	2.0 amet_c + pe161_c --> 2.0 ahcys_c + cpe160_c + 2.0 h_c
CFAS180E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)	2.0 amet_c + pe181_c --> 2.0 ahcys_c + cpe180_c + 2.0 h_c
CFAS180G	Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)	2.0 amet_c + pg181_c --> 2.0 ahcys_c + cpg180_c + 2.0 h_c
PAPA160	Phosphatidate phosphatase (n-C16:0)	h2o_c + pa160_c --> 12dgr160_c + pi_c
PAPA180	Phosphatidate phosphatase (n-C18:0)	h2o_c + pa180_c --> 12dgr180_c + pi_c
PAPA181	Phosphatidate phosphatase (n-C18:1)	h2o_c + pa181_c --> 12dgr181_c + pi_c
PETNT161pp	Phosphoethanolamine transferase (c-C16:1)	lipa_p + pe161_p --> 12dgr161_p + enlipa_p
PSSA160	Phosphatidylserine syntase (n-C16:0)	cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c
PSSA181	Phosphatidylserine syntase (n-C18:1)	cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c
DAGK140	Diacylglycerol kinase (n-C14:0)	12dgr140_c + atp_c --> adp_c + h_c + pa140_c
DAGK160	Diacylglycerol kinase (n-C16:0)	12dgr160_c + atp_c --> adp_c + h_c + pa160_c
DAGK141	Diacylglycerol kinase (n-C14:1)	12dgr141_c + atp_c --> adp_c + h_c + pa141_c
DAGK161	Diacylglycerol kinase (n-C16:1)	12dgr161_c + atp_c --> adp_c + h_c + pa161_c
AGPAT181	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c
MDDEP3pp	Murein D,D-endopeptidase (murein5px4p) (periplasm)	h2o_p + murein5px4p_p --> murein5p4p_p
MDDEP4pp	Murein D,D-endopeptidase (murein4px4px4p) (periplasm)	h2o_p + murein4px4px4p_p --> murein4px4p4p_p
MLTGY1pp	Murein lytic transglycosylase (murein4p4p) (periplasm)	murein4p4p_p --> 2.0 anhgm4p_p
CGLYtex	L-Cysteinylglycine transport via diffusion (extracellular to periplasm)	cgly_e <=> cgly_p
3HAD40	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	3haACP_c --> but2eACP_c + h2o_c
PLIPA1E141pp	Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)	h2o_p + pe141_p --> 2agpe141_p + h_p + ttdcea_p
3OAS60	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c
3OAS160	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c
3OAR60	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	3ohexACP_c + h_c + nadph_c <=> 3hhexACP_c + nadp_c
3OAR80	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	3ooctACP_c + h_c + nadph_c <=> 3hoctACP_c + nadp_c
MLDCP3App	Murein L,D-carboxypeptidase (murein5px3p) (periplasm)	h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p
MLDCP1Bpp	Murein L,D-carboxypeptidase (murein4p4p) (periplasm)	h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p
2AGPE181tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)	2agpe181_p --> 2agpe181_c
2AGPA140tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)	2tdecg3p_p --> 2tdecg3p_c
2AGPA160tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)	2hdecg3p_p --> 2hdecg3p_c
2AGPA180tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm)	2odecg3p_p --> 2odecg3p_c
2AGPA141tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)	2tdec7eg3p_p --> 2tdec7eg3p_c
EX_urate_e	Urate exchange	urate_e --> 
PLIPA1G160pp	Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)	h2o_p + pg160_p --> 2agpg160_p + h_p + hdca_p
PLIPA1G141pp	Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)	h2o_p + pg141_p --> 2agpg141_p + h_p + ttdcea_p
LPLIPAL2E160	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)	2agpe160_c + h2o_c --> g3pe_c + h_c + hdca_c
LPLIPAL2G140	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)	2agpg140_c + h2o_c --> g3pg_c + h_c + ttdca_c
LPLIPAL2G160	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)	2agpg160_c + h2o_c --> g3pg_c + h_c + hdca_c
2AGPE140tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)	2agpe140_p --> 2agpe140_c
2AGPE160tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm)	2agpe160_p --> 2agpe160_c
2AGPE180tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm)	2agpe180_p --> 2agpe180_c
2AGPE141tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm)	2agpe141_p --> 2agpe141_c
2AGPE161tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm)	2agpe161_p --> 2agpe161_c
2AGPA161tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)	2hdec9eg3p_p --> 2hdec9eg3p_c
2AGPA181tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm)	2odec11eg3p_p --> 2odec11eg3p_c
2AGPG120tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)	2agpg120_p --> 2agpg120_c
LPLIPAL2G120	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)	2agpg120_c + h2o_c --> ddca_c + g3pg_c + h_c
PA141abcpp	Phosphatidate transport via ABC system (n-C14:1, periplasm)	atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_p + pi_c
PA161abcpp	Phosphatidate transport via ABC system (n-C16:1, periplasm)	atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c
PA180abcpp	Phosphatidate transport via ABC system (n-C18:0, periplasm)	atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c
PGPP161pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)	h2o_p + pgp161_p --> pg161_p + pi_p
PE120abcpp	Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)	atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c
PE180abcpp	Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)	atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c
PAPA140	Phosphatidate phosphatase (n-C14:0)	h2o_c + pa140_c --> 12dgr140_c + pi_c
PAPA141	Phosphatidate phosphatase (n-C14:1)	h2o_c + pa141_c --> 12dgr141_c + pi_c
PAPA161	Phosphatidate phosphatase (n-C16:1)	h2o_c + pa161_c --> 12dgr161_c + pi_c
GTHOXtex	Glutathione (ox) transport via diffusion (extracellular to periplasm)	gthox_e <=> gthox_p
DSBAO1	DsbA protein reoxidation reaction (aerobic)	dsbard_p + q8_c --> dsbaox_p + q8h2_c
DSBAO2	DsbA protein reoxidation reaction (anaerobic)	dsbard_p + mqn8_c --> dsbaox_p + mql8_c
DSBDR	DsbD reductase	dsbdox_c + trdrd_c --> dsbdrd_c + trdox_c
TDSR1	Thiol:disulfide reductase (DsbC)	dsbcox_p + dsbdrd_c --> dsbcrd_p + dsbdox_c
CGLYabcpp	L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)	atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c
PLIPA2A120pp	Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)	h2o_p + pa120_p --> 1ddecg3p_p + ddca_p + h_p
PLIPA2A160pp	Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)	h2o_p + pa160_p --> 1hdecg3p_p + h_p + hdca_p
CLPNH180pp	Cardiolipin hydrolase (periplasm, n-C18:0)	clpn180_p + h2o_p --> h_p + pa180_p + pg180_p
LPLIPAL2E120	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)	2agpe120_c + h2o_c --> ddca_c + g3pe_c + h_c
EAR100x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c
EAR120x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c
EAR160x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)	h_c + nadh_c + tpalm2eACP_c --> nad_c + palmACP_c
EAR140y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)	h_c + nadph_c + tmrs2eACP_c --> myrsACP_c + nadp_c
3OAS121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c
3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c
3OAS100	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c
3OAS120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c
3OAR40	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c
3OAR100	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	3odecACP_c + h_c + nadph_c <=> 3hdecACP_c + nadp_c
3HAD60	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	3hhexACP_c --> h2o_c + thex2eACP_c
3HAD100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	3hdecACP_c --> h2o_c + tdec2eACP_c
3HAD140	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	3hmrsACP_c --> h2o_c + tmrs2eACP_c
3HAD160	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	3hpalmACP_c --> h2o_c + tpalm2eACP_c
AGPAT180	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c
AGPAT141	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)	1tdec7eg3p_c + tdeACP_c --> ACP_c + pa141_c
AGPAT161	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c
DASYN120	CDP-diacylglycerol synthetase (n-C12:0)	ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c
EAR40x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)	but2eACP_c + h_c + nadh_c --> butACP_c + nad_c
EAR60y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c
MLDEP1pp	Murein L,D-endopeptidase (murein3px3p) (periplasm)	h2o_p + murein3px3p_p --> murein3p3p_p
MLDEP2pp	Murein L,D-endopeptidase (murein5px3p) (periplasm)	h2o_p + murein5px3p_p --> murein5p3p_p
MLTGY2pp	Murein lytic transglycosylase (murein4p3p) (periplasm)	murein4p3p_p --> anhgm3p_p + anhgm4p_p
MLTGY4pp	Murein lytic transglycosylase (murein4px4p4p) (periplasm)	murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
EAR60x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c
EAR80x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)	h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c
PE181abcpp	Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)	atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c
12DGR161tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)	12dgr161_p --> 12dgr161_c
12DGR181tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)	12dgr181_p --> 12dgr181_c
NTP11	Nucleoside-triphosphatase (dITP)	ditp_c + h2o_c --> didp_c + h_c + pi_c
3OAS180	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c
3HAD180	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)	3hoctaACP_c --> h2o_c + toctd2eACP_c
CDAPPA120	CDP-Diacylglycerol pyrophostatase (n-C12:0)	cdpdddecg_c + h2o_c --> cmp_c + 2.0 h_c + pa120_c
PSSA120	Phosphatidylserine syntase (n-C12:0)	cdpdddecg_c + ser__L_c --> cmp_c + h_c + ps120_c
PSD120	Phosphatidylserine decarboxylase (n-C12:0)	h_c + ps120_c --> co2_c + pe120_c
PAPA120	Phosphatidate phosphatase (n-C12:0)	h2o_c + pa120_c --> 12dgr120_c + pi_c
EX_cpgn_un_e	Coprogen unloaded (no Fe(III)) exchange	cpgn_un_e --> 
MDDEP1pp	Murein D,D-endopeptidase (murein4px4p) (periplasm)	h2o_p + murein4px4p_p --> murein4p4p_p
MDDEP2pp	Murein D,D-endopeptidase (murein3px4p) (periplasm)	h2o_p + murein3px4p_p --> murein4p3p_p
PSD181	Phosphatidylserine decarboxylase (n-C18:1)	h_c + ps181_c --> co2_c + pe181_c
DAGK180	Diacylglycerol kinase (n-C18:0)	12dgr180_c + atp_c --> adp_c + h_c + pa180_c
DAGK181	Diacylglycerol kinase (n-C18:1)	12dgr181_c + atp_c --> adp_c + h_c + pa181_c
PLIPA2E120pp	Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)	h2o_p + pe120_p --> 1agpe120_p + ddca_p + h_p
PLIPA2G141pp	Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)	h2o_p + pg141_p --> 1agpg141_p + h_p + ttdcea_p
PLIPA2G161pp	Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)	h2o_p + pg161_p --> 1agpg161_p + h_p + hdcea_p
LPLIPAL1A120pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)	1ddecg3p_p + h2o_p --> ddca_p + glyc3p_p + h_p
LPLIPAL1A140pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)	1tdecg3p_p + h2o_p --> glyc3p_p + h_p + ttdca_p
LPLIPAL1A181pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)	1odec11eg3p_p + h2o_p --> glyc3p_p + h_p + ocdcea_p
LPLIPAL1E120pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)	1agpe120_p + h2o_p --> ddca_p + g3pe_p + h_p
3OAR180	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)	3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c
G3PAT120	Glycerol-3-phosphate acyltransferase (C12:0)	ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c
PGSA120	Phosphatidylglycerol synthase (n-C12:0)	cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c
TDSR2	Thiol:disulfide reductase (DsbG)	dsbdrd_c + dsbgox_p --> dsbdox_c + dsbgrd_p
GTHRDtex	Glutathione transport via diffusion (extracellular to periplasm)	gthrd_e <=> gthrd_p
GTHRDabc2pp	Glutathione export via ABC system (cytoplasm to periplasm)	atp_c + gthrd_c + h2o_c --> adp_c + gthrd_p + h_c + pi_c
OMMBLHX3	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)	2ommbl_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2omhmbl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
NADHPO	NADH peroxidase	h2o2_c + h_c + nadh_c --> 2.0 h2o_c + nad_c
ACOAD7f	Acyl-CoA dehydrogenase (hexadecanoyl-CoA)	fad_c + pmtcoa_c <=> fadh2_c + hdd2coa_c
ACOAD8f	Acyl-CoA dehydrogenase (octadecanoyl-CoA)	fad_c + stcoa_c <=> fadh2_c + od2coa_c
ACOAD5f	Acyl-CoA dehydrogenase (dodecanoyl-CoA)	ddcacoa_c + fad_c <=> dd2coa_c + fadh2_c
ACOAD3f	Acyl-CoA dehydrogenase (octanoyl-CoA)	fad_c + occoa_c <=> fadh2_c + oc2coa_c
ACOAD2f	Acyl-CoA dehydrogenase (hexanoyl-CoA)	fad_c + hxcoa_c <=> fadh2_c + hx2coa_c
ACOAD4f	Acyl-CoA dehydrogenase (decanoyl-CoA)	dcacoa_c + fad_c <=> dc2coa_c + fadh2_c
ACOAD6f	Acyl-CoA dehydrogenase (tetradecanoyl-CoA)	fad_c + tdcoa_c <=> fadh2_c + td2coa_c
NADH16pp	NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)	4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c
NADH18pp	NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)	2dmmq8_c + 4.0 h_c + nadh_c --> 2dmmql8_c + 3.0 h_p + nad_c
EX_tartr__D_e	D-tartrate exchange	tartr__D_e --> 
GLYBt2pp	Glycine betaine transport via proton symport (periplasm)	glyb_p + h_p --> glyb_c + h_c
DSERt2pp	D-serine transport in via proton symport (periplasm)	h_p + ser__D_p --> h_c + ser__D_c
ALAt4pp	L-alanine transport in via sodium symport (periplasm)	ala__L_p + na1_p --> ala__L_c + na1_c
LYSt3pp	L-lysine transport out via proton antiport (cytoplasm to periplasm)	h_p + lys__L_c --> h_c + lys__L_p
EX_tungs_e	Tungstate exchange	tungs_e <=> 
CTBTCAL2	Crotonobetaine-CoA Ligase	atp_c + coa_c + ctbt_c --> adp_c + ctbtcoa_c + pi_c
BGLA1	6-phospho-beta-glucosidase	6pgg_c + h2o_c --> g6p_c + glc__D_c
EX_crn__D_e	D-carnitine exchange	crn__D_e --> 
GDPMNP	GDP-mannose phyrophosphatase	gdpmann_c + h2o_c --> gmp_c + 2.0 h_c + man1p_c
OPHHX3	2-Octaprenylphenol hydroxylase (anaerobic)	2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
AMMQLT8	S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8)	2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c
FA120ACPHi	Fatty-acyl-ACP hydrolase	ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c
FA80ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + ocACP_c --> ACP_c + h_c + octa_c
FA140ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c
FA100ACPHi	Fatty-acyl-ACP hydrolase	dcaACP_c + h2o_c --> ACP_c + dca_c + h_c
CRNDCAL2	D-Carnitine-CoA Ligase	atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c
CRNCAL2	Carnitine-CoA Ligase	atp_c + coa_c + crn_c --> adp_c + crncoa_c + pi_c
CHLt2pp	Choline transport via proton symport (periplasm)	chol_p + h_p --> chol_c + h_c
GLYt4pp	Glycine transport in via sodium symport (periplasm)	gly_p + na1_p --> gly_c + na1_c
FRULYSE	Fructoselysine 3-epimerase	psclys_c <=> frulys_c
FRULYSt2pp	Fructoselysine transport via proton symport (periplasm)	frulys_p + h_p --> frulys_c + h_c
EX_psclys_e	Psicoselysine exchange	psclys_e --> 
TUNGStex	Tungstate transport via diffusion (extracellular to periplasm)	tungs_e <=> tungs_p
COBALT2tpp	Cobalt transport in via permease (no H+)	cobalt2_p --> cobalt2_c
OXCDC	Oxalyl-CoA decarboxylase	h_c + oxalcoa_c --> co2_c + forcoa_c
LPLIPAL2A140	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	2tdecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdca_c
LPLIPAL2A160	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)	2hdecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + hdca_c
LPLIPAL2A161	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)	2hdec9eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + hdcea_c
LPLIPAL2A180	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)	2odecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ocdca_c
LPLIPAL2A181	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)	2odec11eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ocdcea_c
DM_aacald_c	Sink needed to allow aminoacetaldehyde to leave system	aacald_c --> 
UM3PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	LalaDgluMdap_c + atp_c + uamr_c --> adp_c + h_c + pi_c + ugmd_c
UM4PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase	LalaDgluMdapDala_c + atp_c + uamr_c --> adp_c + h_c + pi_c + um4p_c
2MAHMP	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase	2mahmp_c + h2o_c --> 4ampm_c + h_c + pi_c
ZN2tpp	Zinc transport in via permease (no H+)	zn2_p --> zn2_c
NI2tpp	Nickel (+2) transport in via permease (no H+)	ni2_p --> ni2_c
COBALT2t3pp	Cobalt (Co+2) transport out via proton antiport (periplasm)	cobalt2_c + h_p --> cobalt2_p + h_c
23DAPPAt2pp	2,3-diaminopropionate transport in via proton symport	23dappa_p + h_p --> 23dappa_c + h_c
PLIPA1A120pp	Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)	h2o_p + pa120_p --> 2ddecg3p_p + ddca_p
PLIPA1A140pp	Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)	h2o_p + pa140_p --> 2tdecg3p_p + ttdca_p
PLIPA1A141pp	Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)	h2o_p + pa141_p --> 2tdec7eg3p_p + ttdcea_p
PLIPA1A160pp	Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)	h2o_p + pa160_p --> 2hdecg3p_p + hdca_p
PLIPA1A161pp	Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)	h2o_p + pa161_p --> 2hdec9eg3p_p + hdcea_p
PLIPA1A180pp	Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)	h2o_p + pa180_p --> 2odecg3p_p + ocdca_p
LPLIPAL2A120	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)	2ddecg3p_c + h2o_c --> ddca_c + glyc3p_c + 2.0 h_c
CAt6pp	Calcium / sodium antiporter (1:1)	ca2_c + na1_p <=> ca2_p + na1_c
5DGLCNt2rpp	5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)	5dglcn_p + h_p <=> 5dglcn_c + h_c
GALCTNt2pp	D-galactonate transport via proton symport (periplasm)	galctn__D_p + h_p --> galctn__D_c + h_c
GALCTNLtex	L-galactonate transport via diffusion (extracellular to periplasm)	galctn__L_e <=> galctn__L_p
EX_galctn__L_e	L-Galactonate exchange	galctn__L_e --> 
KDUI	5-keto-4-deoxyuronate isomerase	dt5hsu_c --> dkdglcn_c
CA2t3pp	Calcium (Ca+2) transport out via proton antiport (periplasm)	ca2_c + h_p --> ca2_p + h_c
NADH17pp	NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)	4.0 h_c + mqn8_c + nadh_c --> 3.0 h_p + mql8_c + nad_c
FA161ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c
FA141ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c
ARGt3pp	L-arginine transport out via proton antiport (cytoplasm to periplasm)	arg__L_c + h_p --> arg__L_p + h_c
FA160ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + palmACP_c --> ACP_c + h_c + hdca_c
MALDtex	D-Malate transport via diffusion (extracellular to periplasm)	mal__D_e <=> mal__D_p
OROTtex	Orotate transport via diffusion (extracellular to periplasm)	orot_e <=> orot_p
PPAt4pp	Na+/Propionate symporter (periplasm)	na1_p + ppa_p --> na1_c + ppa_c
OROTt2_2pp	Orotate transport via proton symport (2 H) (periplasm)	2.0 h_p + orot_p --> 2.0 h_c + orot_c
MALDt2_2pp	D-Malate transport via proton symport (2 H) (periplasm)	2.0 h_p + mal__D_p --> 2.0 h_c + mal__D_c
5DGLCNtex	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	5dglcn_e <=> 5dglcn_p
EX_5dglcn_e	5-Dehydro-D-gluconate exchange	5dglcn_e --> 
DTARTD	D(-)-tartrate dehydratase	tartr__D_c --> h2o_c + oaa_c
PLIPA2E161pp	Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)	h2o_p + pe161_p --> 1agpe161_p + h_p + hdcea_p
PLIPA2E180pp	Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)	h2o_p + pe180_p --> 1agpe180_p + h_p + ocdca_p
PLIPA2G120pp	Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)	h2o_p + pg120_p --> 1agpg120_p + ddca_p + h_p
